images captions
multimodal/damaged_infrastructure/images/earthquake_2017-11-13_19-14-40.jpg multimodal/damaged_infrastructure/text/earthquake_2017-11-13_19-14-40.txt
multimodal/damaged_infrastructure/images/wreckedcar_2017-07-17_12-59-43.jpg multimodal/damaged_infrastructure/text/wreckedcar_2017-07-17_12-59-43.txt
multimodal/damaged_infrastructure/images/terrorattack_2017-10-16_11-05-10.jpg multimodal/damaged_infrastructure/text/terrorattack_2017-10-16_11-05-10.txt
multimodal/non_damage/images/building_2017-10-30_17-18-01.jpg multimodal/non_damage/text/building_2017-10-30_17-18-01.txt
multimodal/non_damage/images/nature_2017-10-30_17-46-46.jpg multimodal/non_damage/text/nature_2017-10-30_17-46-46.txt
multimodal/non_damage/images/ad_2017-11-25_12-48-14.jpg multimodal/non_damage/text/ad_2017-11-25_12-48-14.txt
multimodal/non_damage/images/ad_2017-11-25_05-09-09.jpg multimodal/non_damage/text/ad_2017-11-25_05-09-09.txt
multimodal/non_damage/images/ad_2017-11-25_04-05-29.jpg multimodal/non_damage/text/ad_2017-11-25_04-05-29.txt
multimodal/damaged_infrastructure/images/earthquake_2017-11-14_06-22-29.jpg multimodal/damaged_infrastructure/text/earthquake_2017-11-14_06-22-29.txt
multimodal/non_damage/images/ad_2017-11-25_05-57-57.jpg multimodal/non_damage/text/ad_2017-11-25_05-57-57.txt
multimodal/non_damage/images/building_2017-10-30_17-47-11.jpg multimodal/non_damage/text/building_2017-10-30_17-47-11.txt
multimodal/non_damage/images/building_2017-10-30_16-56-06.jpg multimodal/non_damage/text/building_2017-10-30_16-56-06.txt
multimodal/non_damage/images/ad_2017-11-25_03-44-57.jpg multimodal/non_damage/text/ad_2017-11-25_03-44-57.txt
multimodal/damaged_infrastructure/images/sandydamage_2014-12-01_10-01-46.jpg multimodal/damaged_infrastructure/text/sandydamage_2014-12-01_10-01-46.txt
multimodal/flood/images/hurricanesandy_2017-10-29_16-00-28.jpg multimodal/flood/text/hurricanesandy_2017-10-29_16-00-28.txt
multimodal/damaged_infrastructure/images/earthquake_2017-11-14_00-15-26.jpg multimodal/damaged_infrastructure/text/earthquake_2017-11-14_00-15-26.txt
multimodal/fires/images/naturaldisaster_2017-10-17_19-51-38.jpg multimodal/fires/text/naturaldisaster_2017-10-17_19-51-38.txt
multimodal/non_damage/images/ad_2017-11-25_08-22-57.jpg multimodal/non_damage/text/ad_2017-11-25_08-22-57.txt
multimodal/non_damage/images/food_2017-11-23_23-11-18.jpg multimodal/non_damage/text/food_2017-11-23_23-11-18.txt
multimodal/non_damage/images/ad_2017-11-25_03-37-53.jpg multimodal/non_damage/text/ad_2017-11-25_03-37-53.txt
multimodal/damaged_nature/images/hurricanematthew_2017-10-04_22-06-15.jpg multimodal/damaged_nature/text/hurricanematthew_2017-10-04_22-06-15.txt
multimodal/damaged_infrastructure/images/buildingcollapse_2016-06-02_04-58-14.jpg multimodal/damaged_infrastructure/text/buildingcollapse_2016-06-02_04-58-14.txt
multimodal/non_damage/images/ad_2017-11-25_04-32-11.jpg multimodal/non_damage/text/ad_2017-11-25_04-32-11.txt
multimodal/non_damage/images/building_2017-10-30_17-22-18.jpg multimodal/non_damage/text/building_2017-10-30_17-22-18.txt
multimodal/non_damage/images/ad_2017-11-25_12-30-44.jpg multimodal/non_damage/text/ad_2017-11-25_12-30-44.txt
multimodal/damaged_infrastructure/images/wreckedcar_2017-06-12_17-46-23.jpg multimodal/damaged_infrastructure/text/wreckedcar_2017-06-12_17-46-23.txt
multimodal/non_damage/images/ad_2017-11-25_04-00-23.jpg multimodal/non_damage/text/ad_2017-11-25_04-00-23.txt
multimodal/damaged_nature/images/drought_2017-11-15_12-09-13.jpg multimodal/damaged_nature/text/drought_2017-11-15_12-09-13.txt
multimodal/non_damage/images/ad_2017-11-25_02-46-03.jpg multimodal/non_damage/text/ad_2017-11-25_02-46-03.txt
multimodal/fires/images/buildingfire_2017-01-06_07-05-58.jpg multimodal/fires/text/buildingfire_2017-01-06_07-05-58.txt
multimodal/non_damage/images/building_2017-10-30_16-59-21.jpg multimodal/non_damage/text/building_2017-10-30_16-59-21.txt
multimodal/flood/images/floodwater_2017-09-12_16-52-33.jpg multimodal/flood/text/floodwater_2017-09-12_16-52-33.txt
multimodal/non_damage/images/ad_2017-11-25_02-16-12.jpg multimodal/non_damage/text/ad_2017-11-25_02-16-12.txt
multimodal/damaged_infrastructure/images/wreckedcar_2016-11-28_06-29-35.jpg multimodal/damaged_infrastructure/text/wreckedcar_2016-11-28_06-29-35.txt
multimodal/non_damage/images/ad_2017-11-25_05-22-29.jpg multimodal/non_damage/text/ad_2017-11-25_05-22-29.txt
multimodal/fires/images/buildingfire_2016-09-19_03-44-03.jpg multimodal/fires/text/buildingfire_2016-09-19_03-44-03.txt
multimodal/damaged_infrastructure/images/wreckedcar_2017-07-11_03-02-44.jpg multimodal/damaged_infrastructure/text/wreckedcar_2017-07-11_03-02-44.txt
multimodal/damaged_infrastructure/images/sandydamage_2012-10-30_17-03-13.jpg multimodal/damaged_infrastructure/text/sandydamage_2012-10-30_17-03-13.txt
multimodal/damaged_infrastructure/images/buildingcollapse_2017-10-11_02-16-58.jpg multimodal/damaged_infrastructure/text/buildingcollapse_2017-10-11_02-16-58.txt
multimodal/damaged_nature/images/naturaldamage_2016-01-04_17-34-08.jpg multimodal/damaged_nature/text/naturaldamage_2016-01-04_17-34-08.txt
multimodal/non_damage/images/building_2017-10-30_17-02-03.jpg multimodal/non_damage/text/building_2017-10-30_17-02-03.txt
multimodal/damaged_infrastructure/images/buildingcollapse_2014-09-18_17-44-45.jpg multimodal/damaged_infrastructure/text/buildingcollapse_2014-09-18_17-44-45.txt
multimodal/flood/images/floodwater_2017-08-04_03-43-11.jpg multimodal/flood/text/floodwater_2017-08-04_03-43-11.txt
multimodal/damaged_infrastructure/images/sandydamage_2014-12-04_10-41-53.jpg multimodal/damaged_infrastructure/text/sandydamage_2014-12-04_10-41-53.txt
multimodal/damaged_infrastructure/images/earthquake_2017-11-13_21-54-47.jpg multimodal/damaged_infrastructure/text/earthquake_2017-11-13_21-54-47.txt
multimodal/non_damage/images/ad_2017-11-25_07-57-10.jpg multimodal/non_damage/text/ad_2017-11-25_07-57-10.txt
multimodal/non_damage/images/ad_2017-11-25_01-52-54.jpg multimodal/non_damage/text/ad_2017-11-25_01-52-54.txt
multimodal/damaged_infrastructure/images/destroyedbuilding_2012-08-08_15-03-14.jpg multimodal/damaged_infrastructure/text/destroyedbuilding_2012-08-08_15-03-14.txt
multimodal/damaged_nature/images/drought_2017-11-21_22-23-54.jpg multimodal/damaged_nature/text/drought_2017-11-21_22-23-54.txt
multimodal/damaged_nature/images/hurricaneirma_2017-11-20_18-07-24.jpg multimodal/damaged_nature/text/hurricaneirma_2017-11-20_18-07-24.txt
multimodal/non_damage/images/ad_2017-11-25_02-21-55.jpg multimodal/non_damage/text/ad_2017-11-25_02-21-55.txt
multimodal/non_damage/images/ad_2017-11-25_11-35-53.jpg multimodal/non_damage/text/ad_2017-11-25_11-35-53.txt
multimodal/damaged_infrastructure/images/terrorattack_2017-10-31_22-57-22.jpg multimodal/damaged_infrastructure/text/terrorattack_2017-10-31_22-57-22.txt
multimodal/non_damage/images/building_2017-10-30_16-51-59.jpg multimodal/non_damage/text/building_2017-10-30_16-51-59.txt
multimodal/non_damage/images/ad_2017-11-25_06-20-08.jpg multimodal/non_damage/text/ad_2017-11-25_06-20-08.txt
multimodal/damaged_infrastructure/images/disasters_2017-11-21_06-23-49.jpg multimodal/damaged_infrastructure/text/disasters_2017-11-21_06-23-49.txt
multimodal/damaged_infrastructure/images/destroyedbuilding_2017-04-08_17-42-29.jpg multimodal/damaged_infrastructure/text/destroyedbuilding_2017-04-08_17-42-29.txt
multimodal/non_damage/images/ad_2017-11-25_05-52-53.jpg multimodal/non_damage/text/ad_2017-11-25_05-52-53.txt
multimodal/human_damage/images/yemencrisis_2015-07-19_21-00-23.jpg multimodal/human_damage/text/yemencrisis_2015-07-19_21-00-23.txt
multimodal/fires/images/forrestfire_2016-01-22_01-56-45.jpg multimodal/fires/text/forrestfire_2016-01-22_01-56-45.txt
multimodal/damaged_infrastructure/images/hurricaneirma_2017-11-15_18-12-05.jpg multimodal/damaged_infrastructure/text/hurricaneirma_2017-11-15_18-12-05.txt
multimodal/non_damage/images/nature_2017-10-30_17-47-51.jpg multimodal/non_damage/text/nature_2017-10-30_17-47-51.txt
multimodal/human_damage/images/isiscrimes_2015-08-23_21-07-05.jpg multimodal/human_damage/text/isiscrimes_2015-08-23_21-07-05.txt
multimodal/damaged_infrastructure/images/earthquake_2017-11-12_16-52-15.jpg multimodal/damaged_infrastructure/text/earthquake_2017-11-12_16-52-15.txt
multimodal/flood/images/floodwater_2017-07-13_16-53-28.jpg multimodal/flood/text/floodwater_2017-07-13_16-53-28.txt
multimodal/non_damage/images/ad_2017-11-25_11-43-46.jpg multimodal/non_damage/text/ad_2017-11-25_11-43-46.txt
multimodal/non_damage/images/ad_2017-11-25_03-38-48.jpg multimodal/non_damage/text/ad_2017-11-25_03-38-48.txt
multimodal/damaged_infrastructure/images/buildingcollapse_2016-12-04_02-18-41.jpg multimodal/damaged_infrastructure/text/buildingcollapse_2016-12-04_02-18-41.txt
multimodal/non_damage/images/ad_2017-11-25_10-26-54.jpg multimodal/non_damage/text/ad_2017-11-25_10-26-54.txt
multimodal/non_damage/images/building_2017-10-30_17-43-40.jpg multimodal/non_damage/text/building_2017-10-30_17-43-40.txt
multimodal/damaged_infrastructure/images/earthquakenepal_2017-07-10_18-15-20.jpg multimodal/damaged_infrastructure/text/earthquakenepal_2017-07-10_18-15-20.txt
multimodal/non_damage/images/ad_2017-11-25_12-16-10.jpg multimodal/non_damage/text/ad_2017-11-25_12-16-10.txt
multimodal/damaged_infrastructure/images/hurricanesandy_2017-10-26_22-52-40.jpg multimodal/damaged_infrastructure/text/hurricanesandy_2017-10-26_22-52-40.txt
multimodal/non_damage/images/building_2017-10-30_16-56-23.jpg multimodal/non_damage/text/building_2017-10-30_16-56-23.txt
multimodal/non_damage/images/ad_2017-11-25_04-02-24.jpg multimodal/non_damage/text/ad_2017-11-25_04-02-24.txt
multimodal/non_damage/images/ad_2017-11-25_09-36-07.jpg multimodal/non_damage/text/ad_2017-11-25_09-36-07.txt
multimodal/non_damage/images/ad_2017-11-25_04-24-00.jpg multimodal/non_damage/text/ad_2017-11-25_04-24-00.txt
multimodal/damaged_infrastructure/images/earthquake_2017-11-14_00-26-27.jpg multimodal/damaged_infrastructure/text/earthquake_2017-11-14_00-26-27.txt
multimodal/damaged_nature/images/landslide_2017-10-26_11-11-05.jpg multimodal/damaged_nature/text/landslide_2017-10-26_11-11-05.txt
multimodal/non_damage/images/ad_2017-11-25_08-45-31.jpg multimodal/non_damage/text/ad_2017-11-25_08-45-31.txt
multimodal/fires/images/forrestfire_2017-07-27_17-03-21.jpg multimodal/fires/text/forrestfire_2017-07-27_17-03-21.txt
multimodal/non_damage/images/ad_2017-11-25_04-03-32.jpg multimodal/non_damage/text/ad_2017-11-25_04-03-32.txt
multimodal/non_damage/images/ad_2017-11-25_02-47-26.jpg multimodal/non_damage/text/ad_2017-11-25_02-47-26.txt
multimodal/non_damage/images/ad_2017-11-25_05-20-05.jpg multimodal/non_damage/text/ad_2017-11-25_05-20-05.txt
multimodal/non_damage/images/ad_2017-11-25_03-27-24.jpg multimodal/non_damage/text/ad_2017-11-25_03-27-24.txt
multimodal/damaged_infrastructure/images/buildingcollapse_2015-09-18_00-55-33.jpg multimodal/damaged_infrastructure/text/buildingcollapse_2015-09-18_00-55-33.txt
multimodal/non_damage/images/food_2017-11-23_23-10-47.jpg multimodal/non_damage/text/food_2017-11-23_23-10-47.txt
multimodal/non_damage/images/building_2017-10-30_17-02-08.jpg multimodal/non_damage/text/building_2017-10-30_17-02-08.txt
multimodal/non_damage/images/nature_2017-10-30_17-47-04.jpg multimodal/non_damage/text/nature_2017-10-30_17-47-04.txt
multimodal/fires/images/buildingfire_2016-07-24_23-32-33.jpg multimodal/fires/text/buildingfire_2016-07-24_23-32-33.txt
multimodal/damaged_infrastructure/images/earthquakenepal_2017-01-25_06-15-27.jpg multimodal/damaged_infrastructure/text/earthquakenepal_2017-01-25_06-15-27.txt
multimodal/damaged_nature/images/hurricaneirma_2017-11-19_00-42-45.jpg multimodal/damaged_nature/text/hurricaneirma_2017-11-19_00-42-45.txt
multimodal/non_damage/images/building_2017-10-30_17-08-07.jpg multimodal/non_damage/text/building_2017-10-30_17-08-07.txt
multimodal/non_damage/images/ad_2017-11-25_07-29-25.jpg multimodal/non_damage/text/ad_2017-11-25_07-29-25.txt
multimodal/non_damage/images/ad_2017-11-25_09-10-59.jpg multimodal/non_damage/text/ad_2017-11-25_09-10-59.txt
multimodal/non_damage/images/ad_2017-11-25_02-07-14.jpg multimodal/non_damage/text/ad_2017-11-25_02-07-14.txt
multimodal/fires/images/buildingfire_2017-04-30_02-06-10.jpg multimodal/fires/text/buildingfire_2017-04-30_02-06-10.txt
multimodal/damaged_infrastructure/images/earthquake_2017-11-14_01-11-30.jpg multimodal/damaged_infrastructure/text/earthquake_2017-11-14_01-11-30.txt
multimodal/non_damage/images/ad_2017-11-25_03-19-07.jpg multimodal/non_damage/text/ad_2017-11-25_03-19-07.txt
multimodal/non_damage/images/ad_2017-11-25_09-53-41.jpg multimodal/non_damage/text/ad_2017-11-25_09-53-41.txt
multimodal/damaged_infrastructure/images/sandydamage_2013-04-19_03-33-32.jpg multimodal/damaged_infrastructure/text/sandydamage_2013-04-19_03-33-32.txt
multimodal/non_damage/images/nature_2017-10-30_21-53-16.jpg multimodal/non_damage/text/nature_2017-10-30_21-53-16.txt
multimodal/damaged_nature/images/hurricaneirma_2017-11-17_16-14-25.jpg multimodal/damaged_nature/text/hurricaneirma_2017-11-17_16-14-25.txt
multimodal/non_damage/images/ad_2017-11-25_04-38-07.jpg multimodal/non_damage/text/ad_2017-11-25_04-38-07.txt
multimodal/non_damage/images/cars_2017-10-30_17-50-03.jpg multimodal/non_damage/text/cars_2017-10-30_17-50-03.txt
multimodal/damaged_infrastructure/images/earthquake_2017-11-14_07-13-00.jpg multimodal/damaged_infrastructure/text/earthquake_2017-11-14_07-13-00.txt
multimodal/non_damage/images/building_2017-10-30_17-40-15.jpg multimodal/non_damage/text/building_2017-10-30_17-40-15.txt
multimodal/non_damage/images/ad_2017-11-25_05-50-36.jpg multimodal/non_damage/text/ad_2017-11-25_05-50-36.txt
multimodal/non_damage/images/ad_2017-11-25_04-15-40.jpg multimodal/non_damage/text/ad_2017-11-25_04-15-40.txt
multimodal/damaged_nature/images/treesfalling_2013-12-27_09-22-23.jpg multimodal/damaged_nature/text/treesfalling_2013-12-27_09-22-23.txt
multimodal/non_damage/images/ad_2017-11-25_02-23-02.jpg multimodal/non_damage/text/ad_2017-11-25_02-23-02.txt
multimodal/damaged_infrastructure/images/wreckedcar_2017-01-09_11-53-37.jpg multimodal/damaged_infrastructure/text/wreckedcar_2017-01-09_11-53-37.txt
multimodal/non_damage/images/nature_2017-10-30_17-47-29.jpg multimodal/non_damage/text/nature_2017-10-30_17-47-29.txt
multimodal/non_damage/images/ad_2017-11-25_06-26-04.jpg multimodal/non_damage/text/ad_2017-11-25_06-26-04.txt
multimodal/non_damage/images/nature_2017-10-30_17-47-47.jpg multimodal/non_damage/text/nature_2017-10-30_17-47-47.txt
multimodal/non_damage/images/ad_2017-11-25_11-43-19.jpg multimodal/non_damage/text/ad_2017-11-25_11-43-19.txt
multimodal/damaged_infrastructure/images/earthquake_2017-11-07_12-23-54.jpg multimodal/damaged_infrastructure/text/earthquake_2017-11-07_12-23-54.txt
multimodal/damaged_infrastructure/images/earthquake_2017-11-14_08-25-18.jpg multimodal/damaged_infrastructure/text/earthquake_2017-11-14_08-25-18.txt
multimodal/non_damage/images/nature_2017-10-30_17-46-24.jpg multimodal/non_damage/text/nature_2017-10-30_17-46-24.txt
multimodal/non_damage/images/building_2017-10-30_17-39-27.jpg multimodal/non_damage/text/building_2017-10-30_17-39-27.txt
multimodal/non_damage/images/ad_2017-11-25_04-25-45.jpg multimodal/non_damage/text/ad_2017-11-25_04-25-45.txt
multimodal/non_damage/images/building_2017-10-30_17-25-19.jpg multimodal/non_damage/text/building_2017-10-30_17-25-19.txt
multimodal/damaged_infrastructure/images/sandydamage_2012-10-30_19-36-49.jpg multimodal/damaged_infrastructure/text/sandydamage_2012-10-30_19-36-49.txt
multimodal/damaged_infrastructure/images/sandydamage_2014-12-02_15-06-03.jpg multimodal/damaged_infrastructure/text/sandydamage_2014-12-02_15-06-03.txt
multimodal/non_damage/images/ad_2017-11-25_02-28-06.jpg multimodal/non_damage/text/ad_2017-11-25_02-28-06.txt
multimodal/non_damage/images/building_2017-10-30_17-16-02.jpg multimodal/non_damage/text/building_2017-10-30_17-16-02.txt
multimodal/flood/images/disasters_2017-09-06_19-22-25.jpg multimodal/flood/text/disasters_2017-09-06_19-22-25.txt
multimodal/non_damage/images/ad_2017-11-25_09-14-43.jpg multimodal/non_damage/text/ad_2017-11-25_09-14-43.txt
multimodal/damaged_infrastructure/images/buildingcollapse_2015-11-02_15-22-53.jpg multimodal/damaged_infrastructure/text/buildingcollapse_2015-11-02_15-22-53.txt
multimodal/flood/images/hurricanematthew_2017-11-13_22-36-02.jpg multimodal/flood/text/hurricanematthew_2017-11-13_22-36-02.txt
multimodal/non_damage/images/ad_2017-11-25_10-19-29.jpg multimodal/non_damage/text/ad_2017-11-25_10-19-29.txt
multimodal/damaged_nature/images/landslide_2017-10-26_13-08-26.jpg multimodal/damaged_nature/text/landslide_2017-10-26_13-08-26.txt
multimodal/non_damage/images/ad_2017-11-25_12-00-33.jpg multimodal/non_damage/text/ad_2017-11-25_12-00-33.txt
multimodal/damaged_infrastructure/images/destruction_2017-10-28_22-38-25.jpg multimodal/damaged_infrastructure/text/destruction_2017-10-28_22-38-25.txt
multimodal/damaged_nature/images/hurricaneirma_2017-11-19_18-33-18.jpg multimodal/damaged_nature/text/hurricaneirma_2017-11-19_18-33-18.txt
multimodal/non_damage/images/building_2017-10-30_17-28-17.jpg multimodal/non_damage/text/building_2017-10-30_17-28-17.txt
multimodal/non_damage/images/ad_2017-11-25_03-03-31.jpg multimodal/non_damage/text/ad_2017-11-25_03-03-31.txt
multimodal/non_damage/images/building_2017-10-30_17-08-14.jpg multimodal/non_damage/text/building_2017-10-30_17-08-14.txt
multimodal/non_damage/images/building_2017-10-30_16-51-48.jpg multimodal/non_damage/text/building_2017-10-30_16-51-48.txt
multimodal/damaged_infrastructure/images/wreckedcar_2017-06-12_17-45-02.jpg multimodal/damaged_infrastructure/text/wreckedcar_2017-06-12_17-45-02.txt
multimodal/damaged_nature/images/treesfalling_2016-10-07_19-46-08.jpg multimodal/damaged_nature/text/treesfalling_2016-10-07_19-46-08.txt
multimodal/damaged_infrastructure/images/earthquake_2017-11-13_07-12-00.jpg multimodal/damaged_infrastructure/text/earthquake_2017-11-13_07-12-00.txt
multimodal/non_damage/images/ad_2017-11-25_07-12-37.jpg multimodal/non_damage/text/ad_2017-11-25_07-12-37.txt
multimodal/damaged_nature/images/treesfalling_2017-08-27_18-27-30.jpg multimodal/damaged_nature/text/treesfalling_2017-08-27_18-27-30.txt
multimodal/fires/images/buildingcollapse_2015-03-26_22-09-18.jpg multimodal/fires/text/buildingcollapse_2015-03-26_22-09-18.txt
multimodal/non_damage/images/ad_2017-11-25_04-21-12.jpg multimodal/non_damage/text/ad_2017-11-25_04-21-12.txt
multimodal/non_damage/images/ad_2017-11-25_11-55-05.jpg multimodal/non_damage/text/ad_2017-11-25_11-55-05.txt
multimodal/non_damage/images/ad_2017-11-25_03-03-18.jpg multimodal/non_damage/text/ad_2017-11-25_03-03-18.txt
multimodal/non_damage/images/ad_2017-11-25_02-31-20.jpg multimodal/non_damage/text/ad_2017-11-25_02-31-20.txt
multimodal/human_damage/images/isiscrimes_2015-08-17_04-07-50.jpg multimodal/human_damage/text/isiscrimes_2015-08-17_04-07-50.txt
multimodal/non_damage/images/ad_2017-11-25_08-32-36.jpg multimodal/non_damage/text/ad_2017-11-25_08-32-36.txt
multimodal/damaged_infrastructure/images/destroyedbuilding_2017-03-12_21-20-47.jpg multimodal/damaged_infrastructure/text/destroyedbuilding_2017-03-12_21-20-47.txt
multimodal/flood/images/hurricanesandy_2017-10-29_22-36-42.jpg multimodal/flood/text/hurricanesandy_2017-10-29_22-36-42.txt
multimodal/damaged_nature/images/landslide_2017-10-26_13-01-41.jpg multimodal/damaged_nature/text/landslide_2017-10-26_13-01-41.txt
multimodal/non_damage/images/ad_2017-11-25_02-19-20.jpg multimodal/non_damage/text/ad_2017-11-25_02-19-20.txt
multimodal/flood/images/sandydamage_2012-10-29_16-23-47.jpg multimodal/flood/text/sandydamage_2012-10-29_16-23-47.txt
multimodal/damaged_infrastructure/images/wreckedcar_2017-02-17_09-53-03.jpg multimodal/damaged_infrastructure/text/wreckedcar_2017-02-17_09-53-03.txt
multimodal/non_damage/images/ad_2017-11-25_12-26-28.jpg multimodal/non_damage/text/ad_2017-11-25_12-26-28.txt
multimodal/non_damage/images/building_2017-10-30_17-04-26.jpg multimodal/non_damage/text/building_2017-10-30_17-04-26.txt
multimodal/non_damage/images/ad_2017-11-25_02-01-07.jpg multimodal/non_damage/text/ad_2017-11-25_02-01-07.txt
multimodal/non_damage/images/building_2017-10-30_17-14-25.jpg multimodal/non_damage/text/building_2017-10-30_17-14-25.txt
multimodal/damaged_nature/images/landslide_2017-10-08_18-58-31.jpg multimodal/damaged_nature/text/landslide_2017-10-08_18-58-31.txt
multimodal/human_damage/images/floodwater_2017-06-28_16-15-11.jpg multimodal/human_damage/text/floodwater_2017-06-28_16-15-11.txt
multimodal/non_damage/images/ad_2017-11-25_05-12-39.jpg multimodal/non_damage/text/ad_2017-11-25_05-12-39.txt
multimodal/non_damage/images/building_2017-10-30_17-14-43.jpg multimodal/non_damage/text/building_2017-10-30_17-14-43.txt
multimodal/damaged_infrastructure/images/isiscrimes_2015-08-01_10-52-56.jpg multimodal/damaged_infrastructure/text/isiscrimes_2015-08-01_10-52-56.txt
multimodal/damaged_infrastructure/images/destroyedbuilding_2016-03-07_14-39-54.jpg multimodal/damaged_infrastructure/text/destroyedbuilding_2016-03-07_14-39-54.txt
multimodal/non_damage/images/ad_2017-11-25_06-58-54.jpg multimodal/non_damage/text/ad_2017-11-25_06-58-54.txt
multimodal/human_damage/images/yemencrisis_2017-09-09_12-19-58.jpg multimodal/human_damage/text/yemencrisis_2017-09-09_12-19-58.txt
multimodal/damaged_infrastructure/images/earthquake_2017-11-14_00-11-17.jpg multimodal/damaged_infrastructure/text/earthquake_2017-11-14_00-11-17.txt
multimodal/non_damage/images/nature_2017-10-30_17-46-34.jpg multimodal/non_damage/text/nature_2017-10-30_17-46-34.txt
multimodal/damaged_nature/images/hurricaneirma_2017-11-23_00-44-42.jpg multimodal/damaged_nature/text/hurricaneirma_2017-11-23_00-44-42.txt
multimodal/non_damage/images/nature_2017-10-30_17-46-28.jpg multimodal/non_damage/text/nature_2017-10-30_17-46-28.txt
